date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:23	19308/19308	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/blog-detail-with-lhs.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/blog-detail-with-lhs.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:23	19312/19312	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/blog-detail-with-rhs.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/blog-detail-with-rhs.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:24	11029/11029	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/contact.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/contact.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:24	12074/12074	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/progressbar.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/progressbar.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:24	14564/14564	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/buttons.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/buttons.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:25	18352/18352	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2006:32:14%20GMT	https://wedesignthemes.com/html/redart/default/tabs.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/tabs.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:26	16694/16694	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/typography.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/typography.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:26	26442/26442	---MCZ	200	added ('OK')	text/html	date:Tue,%2003%20Nov%202015%2001:23:12%20GMT	https://wedesignthemes.com/html/redart/default/columns.html	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/columns.html	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:27	50189/50189	---M--	200	added ('OK')	image/jpeg	etag:%2256149fc6-c40d%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-1.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-1.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:28	143594/143594	---M--	200	added ('OK')	image/jpeg	etag:%225636e86e-230ea%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-2.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-2.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:29	48084/48084	---M--	200	added ('OK')	image/jpeg	etag:%225636e86c-bbd4%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-3.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-3.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:30	70832/70832	---M--	200	added ('OK')	image/jpeg	etag:%225636e86e-114b0%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-4.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-4.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:31	128589/128589	---M--	200	added ('OK')	image/jpeg	etag:%225636e872-1f64d%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-5.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-5.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:33	165581/165581	---M--	200	added ('OK')	image/jpeg	etag:%225636e870-286cd%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-6.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-6.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:34	195728/195728	---M--	200	added ('OK')	image/jpeg	etag:%225636e860-2fc90%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-7.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-7.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:35	193618/193618	---M--	200	added ('OK')	image/jpeg	etag:%225636e862-2f452%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-8.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-8.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:36	80928/80928	---M--	200	added ('OK')	image/jpeg	etag:%225636e862-13c20%22	https://wedesignthemes.com/html/redart/default/images/portfolio-images/img-9.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/portfolio-images/img-9.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:38	166940/166940	---M--	200	added ('OK')	image/jpeg	etag:%22561497ac-28c1c%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img1.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img1.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:39	160821/160821	---M--	200	added ('OK')	image/jpeg	etag:%22561497f4-27435%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img2.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img2.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:40	105475/105475	---M--	200	added ('OK')	image/jpeg	etag:%225614981a-19c03%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img3.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img3.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:41	151908/151908	---M--	200	added ('OK')	image/jpeg	etag:%2256149822-25164%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img4.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img4.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:42	119516/119516	---M--	200	added ('OK')	image/jpeg	etag:%225614982a-1d2dc%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img5.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img5.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:44	253811/253811	---M--	200	added ('OK')	image/jpeg	etag:%225614985c-3df73%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img6.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img6.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:45	158439/158439	---M--	200	added ('OK')	image/jpeg	etag:%2256149866-26ae7%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img7.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img7.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:46	147911/147911	---M--	200	added ('OK')	image/jpeg	etag:%225614986e-241c7%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img8.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img8.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:47	160362/160362	---M--	200	added ('OK')	image/jpeg	etag:%2256149874-2726a%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img9.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img9.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:48	190652/190652	---M--	200	added ('OK')	image/jpeg	etag:%2256149882-2e8bc%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img10.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img10.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:49	187394/187394	---M--	200	added ('OK')	image/jpeg	etag:%225614988c-2dc02%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img11.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img11.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:50	197485/197485	---M--	200	added ('OK')	image/jpeg	etag:%2256149896-3036d%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img12.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img12.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:51	46261/46261	---M--	200	added ('OK')	image/jpeg	etag:%22561498ae-b4b5%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img13.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img13.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:51	140721/140721	---M--	200	added ('OK')	image/jpeg	etag:%22561498de-225b1%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img14.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img14.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:53	198145/198145	---M--	200	added ('OK')	image/jpeg	etag:%2256149900-30601%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img15.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img15.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:54	127010/127010	---M--	200	added ('OK')	image/jpeg	etag:%225636f530-1f022%22	https://wedesignthemes.com/html/redart/default/images/blog-images/blog-img16.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/blog-images/blog-img16.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:55	14844/14844	---M--	200	added ('OK')	image/jpeg	etag:%225636fc1e-39fc%22	https://wedesignthemes.com/html/redart/default/images/frame-img1.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/frame-img1.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:56	19630/19630	---M--	200	added ('OK')	image/jpeg	etag:%225614add4-4cae%22	https://wedesignthemes.com/html/redart/default/images/frame-img2.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/frame-img2.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:57	11189/11189	---M--	200	added ('OK')	image/jpeg	etag:%225636fc42-2bb5%22	https://wedesignthemes.com/html/redart/default/images/frame-img3.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/frame-img3.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:58	71415/71415	---M--	200	added ('OK')	image/jpeg	etag:%225636fc56-116f7%22	https://wedesignthemes.com/html/redart/default/images/frame-img4.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/frame-img4.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:18:59	19165/19165	---M--	200	added ('OK')	image/jpeg	etag:%225636fc70-4add%22	https://wedesignthemes.com/html/redart/default/images/frame-img5.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/frame-img5.jpg	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:00	114644/114644	---M--	200	added ('OK')	image/png	etag:%22561f1258-1bfd4%22	https://wedesignthemes.com/html/redart/default/images/about.png	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/about.png	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:01	95931/95931	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255480c7a-176bb%22	https://wedesignthemes.com/html/redart/default/js/jquery-1.11.2.min.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery-1.11.2.min.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:01	908/908	---MCZ	200	added ('OK')	application/javascript	etag:W/%22543f7986-82f%22	https://wedesignthemes.com/html/redart/default/js/jquery.inview.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.inview.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:01	1202/1202	---MCZ	200	added ('OK')	application/javascript	etag:W/%225371bea0-7b1%22	https://wedesignthemes.com/html/redart/default/js/jquery.viewport.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.viewport.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:02	16860/16860	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254dea7be-41dc%22	https://wedesignthemes.com/html/redart/default/js/jquery.isotope.min.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.isotope.min.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:02	24104/24104	---MCZ	200	added ('OK')	application/javascript	etag:W/%22559a1dd0-5f3b%22	https://wedesignthemes.com/html/redart/default/js/jsplugins.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jsplugins.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:02	21223/21223	---MCZ	200	added ('OK')	application/javascript	etag:W/%225549f58e-5402%22	https://wedesignthemes.com/html/redart/default/js/jquery.prettyPhoto.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.prettyPhoto.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:03	21069/21069	---MCZ	200	added ('OK')	application/javascript	etag:W/%22553dac2c-524d%22	https://wedesignthemes.com/html/redart/default/js/jquery.validate.min.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.validate.min.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:03	4420/4420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22553dac2c-1497%22	https://wedesignthemes.com/html/redart/default/js/jquery.tipTip.minified.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.tipTip.minified.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:04	19329/19329	---MCZ	200	added ('OK')	application/javascript	etag:W/%225162d60c-4b81%22	https://wedesignthemes.com/html/redart/default/js/jquery.bxslider.min.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/jquery.bxslider.min.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:04	6597/6597	---MCZ	200	added ('OK')	application/javascript	etag:W/%225629d50a-1e80%22	https://wedesignthemes.com/html/redart/default/js/controlpanel.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/controlpanel.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:04	21320/21320	---MCZ	200	added ('OK')	application/javascript	etag:W/%22563d45fc-737e%22	https://wedesignthemes.com/html/redart/default/js/custom.js	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/js/custom.js	(from https://wedesignthemes.com/html/redart/default/index.html)
12:19:05	1117/1117	---MCZ	200	added ('OK')	text/css	etag:W/%225636fd78-472%22	https://wedesignthemes.com/html/redart/default/css/reset.css	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/css/reset.css	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:05	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22529d2c10-68c%22	https://wedesignthemes.com/html/redart/default/fonts/star.eot	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/fonts/star.eot	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:06	1676/1676	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22529d2c10-68c%22	https://wedesignthemes.com/html/redart/default/fonts/star.eot?	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/fonts/stard41d.eot	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:07	1304/1304	---M--	200	added ('OK')	font/woff	etag:%22529d2c10-518%22	https://wedesignthemes.com/html/redart/default/fonts/star.woff	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/fonts/star.woff	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:08	1512/1512	---M--	200	added ('OK')	application/octet-stream	etag:%22529d2c10-5e8%22	https://wedesignthemes.com/html/redart/default/fonts/star.ttf	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/fonts/star.ttf	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:08	1391/1391	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22529d2c10-56f%22	https://wedesignthemes.com/html/redart/default/fonts/star.svg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/fonts/star.svg	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:09	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Dec%202021%2006:49:09%20GMT	https://wedesignthemes.com/html/redart/default/images/splitter.png	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/splitter.png	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:11	498562/498562	---M--	200	added ('OK')	image/jpeg	etag:%225614af90-79b82%22	https://wedesignthemes.com/html/redart/default/images/slider.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/slider.jpg	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:11	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Dec%202021%2006:49:11%20GMT	https://wedesignthemes.com/html/redart/default/images/parallax-img.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/parallax-img.jpg	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:12	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Dec%202021%2006:49:11%20GMT	https://wedesignthemes.com/html/redart/default/images/parallax-img-dark.jpg	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/parallax-img-dark.jpg	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:12	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2004%20Dec%202021%2006:49:12%20GMT	https://wedesignthemes.com/html/redart/default/images/copy-right-shape.png	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/copy-right-shape.png	(from https://wedesignthemes.com/html/redart/default/style.css)
12:19:13	400/400	---M--	200	added ('OK')	image/png	etag:%225614b010-190%22	https://wedesignthemes.com/html/redart/default/images/title-line.png	E:/My%20Web%20Sites/MOTIF/wedesignthemes.com/html/redart/default/images/title-line.png	(from https://wedesignthemes.com/html/redart/default/style.css)
